Report ID,Drug Identification Number,Report Type,Brand name,Company Name,Common or Proper name,Ingredients,Strength(s),Packaging size,Route of administration,Shortage status,Dosage form(s),ATC Code,ATC description,Anticipated start date,Actual start date,Estimated end date,Actual end date,Reason,Date Created,Date Updated
74025,2437635,Shortage,APO-TRIAMCINOLONE AQ,APOTEX INC,TRIAMCINOLONE AQ,TRIAMCINOLONE ACETONIDE,55MCG,120MS,NASAL,Resolved,"SPRAY, METERED DOSE",R01AD,DECONGESTANTS AND OTHER NASAL PREP.FOR TOPICAL USE,,2019-01-28,2019-04-12,2019-04-10,Disruption of the manufacture of the drug.,2019-01-30,2019-04-11
12085,2437635,Shortage,APO-TRIAMCINOLONE AQ,APOTEX INC,TRIAMCINOLONE,TRIAMCINOLONE ACETONIDE,55MCG,30 BTL,NASAL,Resolved,"SPRAY, METERED DOSE",R01AD,DECONGESTANTS AND OTHER NASAL PREP.FOR TOPICAL USE,,2017-06-05,2017-11-17,2017-11-17,Disruption of the manufacture of the drug.,2017-06-06,2017-11-20
42711,2437635,Shortage,APO-TRIAMCINOLONE AQ,APOTEX INC,TRIAMCINOLONE,TRIAMCINOLONE ACETONIDE,55MCG,120 MS,NASAL,Resolved,"SPRAY, METERED DOSE",R01AD,DECONGESTANTS AND OTHER NASAL PREP.FOR TOPICAL USE,,2018-03-12,,2018-11-07,Disruption of the manufacture of the drug.,2018-03-13,2018-11-09
8716,2248540,Shortage,APO-TRYPTOPHAN,APOTEX INC,TRYPTOPHAN,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,CAPSULE,N06AX,ANTIDEPRESSANTS,,2017-05-01,2017-07-24,2017-07-25,Disruption of the manufacture of the drug.,2017-05-02,2017-07-31
534,2248540,Shortage,APO-TRYPTOPHAN,APOTEX INC,TRYPTOPHAN,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,CAPSULE,N06AX,ANTIDEPRESSANTS,,2016-02-02,2017-05-31,2017-04-11,Disruption of the manufacture of the drug.,2017-03-11,2017-04-12
63807,2248538,Shortage,APO-TRYPTOPHAN,APOTEX INC,Tryptophan 500mg,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,TABLET,N06AX,ANTIDEPRESSANTS,,2018-10-08,2018-12-03,2018-11-20,Disruption of the manufacture of the drug.,2018-10-11,2018-11-22
77899,2248538,Shortage,APO-TRYPTOPHAN,APOTEX INC,TRYPTOPHAN,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,TABLET,N06AX,ANTIDEPRESSANTS,,2019-03-04,2019-04-26,2019-04-22,Disruption of the manufacture of the drug.,2019-03-06,2019-04-26
17335,2248538,Shortage,APO-TRYPTOPHAN,APOTEX INC,TRYPTOPHAN,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,TABLET,N06AX,ANTIDEPRESSANTS,2017-09-28,2017-08-14,2018-03-23,2018-03-23,Disruption of the manufacture of the drug.,2017-07-26,2018-03-25
46046,2248540,Shortage,APO-TRYPTOPHAN,APOTEX INC,TRYPTOPHAN,TRYPTOPHAN,500MG,100 BTL,ORAL,Resolved,CAPSULE,N06AX,ANTIDEPRESSANTS,,2018-04-16,2018-09-28,2018-08-17,Disruption of the manufacture of the drug.,2018-04-16,2018-08-18
26662,2354705,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,1000MG,21 BLS,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2017-10-23,2018-02-14,2018-01-30,Disruption of the manufacture of the drug.,2017-10-23,2018-01-31
26224,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,30 BLS,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2017-10-16,2018-02-12,2018-01-30,Disruption of the manufacture of the drug.,2017-10-18,2018-01-31
38001,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,30 BLS,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,2018-03-09,2018-02-19,2018-11-30,2018-09-11,Disruption of the manufacture of the drug.,2018-02-01,2018-09-12
46006,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,100 BTL,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2018-04-16,2018-06-15,2018-05-21,Disruption of the manufacture of the drug.,2018-04-16,2018-05-22
3539,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,30 BLS,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2017-03-20,2017-03-23,2017-03-23,Disruption of the manufacture of the drug.,2017-03-20,2017-03-24
82903,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,100 BTL,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2019-04-30,2019-06-28,2019-06-14,Disruption of the manufacture of the drug.,2019-05-01,2019-06-17
65005,2295822,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,500MG,100 BTL,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2018-10-15,2018-12-07,2018-11-21,Disruption of the manufacture of the drug.,2018-10-19,2018-11-22
43519,2354705,Shortage,APO-VALACYCLOVIR,APOTEX INC,VALACYCLOVIR,VALACYCLOVIR,1000MG,21 BLS,ORAL,Resolved,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2018-03-19,2019-01-25,2019-01-17,Disruption of the manufacture of the drug.,2018-03-20,2019-01-18
537,2393824,Shortage,APO-VALGANCICLOVIR,APOTEX INC,VALGANCICLOVIR,VALGANCICLOVIR,450MG,60 BTL,ORAL,Actual shortage,TABLET,J05AB,DIRECT ACTING ANTIVIRALS,,2016-11-14,,,Disruption of the manufacture of the drug.,2017-03-11,2018-02-21
15412,2238370,Shortage,APO-VALPROIC SYRUP,APOTEX INC,VALPROIC ACID,VALPROIC ACID,50MG,450 ml,ORAL,Resolved,SYRUP,N03AG,ANTIEPILEPTICS,,2017-07-10,2017-08-25,2017-08-17,Disruption of the manufacture of the drug.,2017-07-11,2017-08-18
272,2371529,Shortage,APO-VALSARTAN,APOTEX INC,VALSARTAN,VALSARTAN,80MG,100 BTL & 500 BTL & 30 BLS,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2014-10-01,,2018-12-27,Disruption of the manufacture of the drug.,2017-03-10,2019-03-08
549,2371537,Shortage,APO-VALSARTAN,APOTEX INC,VALSARTAN,VALSARTAN,160MG,100 BTL & 500 BTL & 30 BLS,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2014-10-01,,2018-12-27,Disruption of the manufacture of the drug.,2017-03-11,2019-03-08
570,2371545,Shortage,APO-VALSARTAN,APOTEX INC,VALSARTAN,VALSARTAN,320MG,30 BLS,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2014-10-01,,2018-12-27,Disruption of the manufacture of the drug.,2017-03-11,2019-03-11
573,2371510,Shortage,APO-VALSARTAN,APOTEX INC,VALSARTAN,VALSARTAN,40MG,30 BLS,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2014-10-01,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-11,2019-03-11
263,2382555,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,12.5MG  160MG,100 BTL & 30 BLS,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2016-01-04,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-10,2019-03-21
266,2382547,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,12.5MG  80MG,100 BTL & 500 BTL & 30 BLS,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2016-01-04,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-10,2019-03-21
269,2382555,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,12.5MG  160MG,500 BTL,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2016-01-04,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-10,2019-03-21
546,2382563,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,25MG  160MG,100 BTL & 500 BTL & 30 BLS,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2016-01-04,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-11,2019-03-21
564,2382571,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,12.5MG  320MG,30 BLS,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2014-10-01,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-11,2019-03-21
567,2382598,Shortage,APO-VALSARTAN/HCTZ,APOTEX INC,VALSARTAN/HCTZ,HYDROCHLOROTHIAZIDE  VALSARTAN,25MG  320MG,30 BLS,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2014-10-01,,2018-12-28,Disruption of the manufacture of the drug.,2017-03-11,2019-03-21
74839,2435675,Shortage,APO-VARENICLINE,APOTEX INC,VARENICLINE,VARENICLINE  VARENICLINE,0.5MG  1MG,53 BLS,ORAL,Resolved,KIT  TABLET,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,,2019-01-31,2019-11-15,2019-11-15,Disruption of the manufacture of the drug.,2019-02-05,2019-11-18
74935,2419890,Shortage,APO-VARENICLINE,APOTEX INC,VARENICLINE,VARENICLINE,1MG,56 BLS,ORAL,Resolved,TABLET,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,,2019-02-04,2019-06-21,2019-06-21,Disruption of the manufacture of the drug.,2019-02-06,2019-06-24
97477,2419882,Shortage,APO-VARENICLINE,APOTEX INC,VARENICLINE,VARENICLINE,0.5MG,56 BTL,ORAL,Resolved,TABLET,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,,2019-10-28,2019-11-15,2019-11-15,Disruption of the manufacture of the drug.,2019-10-30,2019-11-18
71151,2419882,Shortage,APO-VARENICLINE,APOTEX INC,VARENICLINE,VARENICLINE,0.5MG,56 BTL,ORAL,Resolved,TABLET,N07BA,DRUGS USED IN ADDICTIVE DISORDERS,,2019-01-02,2019-06-21,2019-06-21,Disruption of the manufacture of the drug.,2019-01-03,2019-06-24
50971,2331683,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,37.5MG,100 BTL and 500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2018-05-28,2019-06-07,2019-05-30,Disruption of the manufacture of the drug.,2018-05-31,2019-05-31
45353,2331705,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,150.0MG,100 BTL & 500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2018-04-09,2018-10-31,2018-11-02,Disruption of the manufacture of the drug.,2018-04-10,2018-11-03
86347,2331683,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,37.5MG,100 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-06-10,2019-07-06,2019-06-28,Disruption of the manufacture of the drug.,2019-06-12,2019-07-02
69458,2331691,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE XR,VENLAFAXINE,75.0MG,500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,2018-12-10,2018-12-11,2019-04-24,2019-03-07,Disruption of the manufacture of the drug.,2018-12-13,2019-03-08
69460,2331705,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE XR,VENLAFAXINE,150.0MG,100 BTL,ORAL,Actual shortage,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,2018-12-10,2018-12-11,,,Disruption of the manufacture of the drug.,2018-12-13,2019-09-16
86364,2331691,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,75.0MG,500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-06-10,2019-07-06,2019-06-21,Disruption of the manufacture of the drug.,2019-06-12,2019-06-24
82022,2331691,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE XR,VENLAFAXINE,75.0MG,500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-04-15,2019-06-07,2019-05-17,Disruption of the manufacture of the drug.,2019-04-18,2019-05-21
23658,2331705,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,150.0MG,500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2017-09-25,2018-03-07,2018-03-07,Disruption of the manufacture of the drug.,2017-09-27,2018-03-08
10442,2331691,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,75.0MG,100 BTL & 500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2017-05-15,2018-03-23,2018-03-07,Disruption of the manufacture of the drug.,2017-05-16,2018-03-08
89554,2331683,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE XR,VENLAFAXINE,37.5MG,100 BTL,ORAL,Actual shortage,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-07-15,,,Disruption of the manufacture of the drug.,2019-07-17,2019-09-16
89557,2331691,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE XR,VENLAFAXINE,75.0MG,500 BTL,ORAL,Actual shortage,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-07-15,,,Disruption of the manufacture of the drug.,2019-07-17,2019-09-16
16886,2331683,Shortage,APO-VENLAFAXINE XR,APOTEX INC,VENLAFAXINE,VENLAFAXINE,37.5MG,100 BTL & 500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2017-07-24,2018-03-23,2018-03-07,Disruption of the manufacture of the drug.,2017-07-25,2018-03-08
94203,2331683,Shortage,APO-VENLAFAXINE XR,APOTEX INC,APO-VENLAFAXINE,VENLAFAXINE,37.5MG,500 BTL,ORAL,Resolved,CAPSULE (EXTENDED RELEASE),N06AX,ANTIDEPRESSANTS,,2019-09-17,,2019-11-15,Disruption of the manufacture of the drug.,2019-09-18,2019-11-16
260,2246894,Shortage,APO-VERAP SR,APOTEX INC,VERAPAMIL,VERAPAMIL HYDROCHLORIDE,180MG,100 BTL and 500 BTL,ORAL,Actual shortage,TABLET (EXTENDED-RELEASE),C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2015-04-17,,,Disruption of the manufacture of the drug.,2017-03-10,2017-10-05
552,2246893,Shortage,APO-VERAP SR,APOTEX INC,VERAPAMIL,VERAPAMIL HYDROCHLORIDE,120MG,100 BTL,ORAL,Actual shortage,TABLET (EXTENDED-RELEASE),C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2015-04-17,,,Disruption of the manufacture of the drug.,2017-03-11,2017-10-05
255,2246895,Shortage,APO-VERAP SR,APOTEX INC,VERAPAMIL SR,VERAPAMIL HYDROCHLORIDE,240MG,100 BTL and 500 BTL,ORAL,Actual shortage,TABLET (EXTENDED-RELEASE),C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2014-03-19,,,Disruption of the manufacture of the drug.,2017-03-10,2017-10-05
47972,782483,Shortage,APO-VERAP TAB 80MG,APOTEX INC,VERAPAMIL,VERAPAMIL HYDROCHLORIDE,80MG,100 BTL,ORAL,Resolved,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2018-04-30,2018-07-23,2018-07-11,Disruption of the manufacture of the drug.,2018-05-02,2018-07-12
78555,782483,Shortage,APO-VERAP TAB 80MG,APOTEX INC,VERAP TAB 80MG,VERAPAMIL HYDROCHLORIDE,80MG,100 BTL,ORAL,Resolved,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2019-03-11,2019-04-09,2019-04-04,Disruption of the manufacture of the drug.,2019-03-13,2019-04-05
98572,782491,Shortage,APO-VERAP TABLET 120MG,APOTEX INC,VERAP,VERAPAMIL HYDROCHLORIDE,120MG,100 BTL,ORAL,Actual shortage,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2019-11-11,2020-02-27,,Disruption of the manufacture of the drug.,2019-11-13,2019-11-13
85164,782491,Shortage,APO-VERAP TABLET 120MG,APOTEX INC,VERAP,VERAPAMIL HYDROCHLORIDE,120MG,100 BTL,ORAL,Resolved,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2019-05-27,2019-07-19,2019-07-04,Disruption of the manufacture of the drug.,2019-05-29,2019-07-05
76746,782491,Shortage,APO-VERAP TABLET 120MG,APOTEX INC,VERAPAMIL TAB,VERAPAMIL HYDROCHLORIDE,120MG,100 BTL,ORAL,Resolved,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2019-02-20,2019-04-12,2019-04-04,Disruption of the manufacture of the drug.,2019-02-24,2019-04-05
42714,782491,Shortage,APO-VERAP TABLET 120MG,APOTEX INC,VERAPAMIL,VERAPAMIL HYDROCHLORIDE,120MG,100 BTL,ORAL,Resolved,TABLET,C08DA,SELECTIVE CALC.CHANNEL BLOCK. W/DIRECT CARDIAC EFF,,2018-03-12,,2018-07-11,Disruption of the manufacture of the drug.,2018-03-13,2018-07-12
55296,2409674,Shortage,APO-VORICONAZOLE,APOTEX INC,VORICONAZOLE,VORICONAZOLE,50MG,30 BTL,ORAL,Resolved,TABLET,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,,2018-07-09,,2018-09-11,Disruption of the manufacture of the drug.,2018-07-11,2018-09-12
12088,2409674,Shortage,APO-VORICONAZOLE,APOTEX INC,VORICONAZOLE,VORICONAZOLE,50MG,30 BTL,ORAL,Resolved,TABLET,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,,2017-06-05,2017-08-31,2017-08-14,Disruption of the manufacture of the drug.,2017-06-06,2017-08-15
14073,2409682,Shortage,APO-VORICONAZOLE,APOTEX INC,VORICONAZOLE,VORICONAZOLE,200MG,30 BTL,ORAL,Resolved,TABLET,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,,2017-06-26,2017-08-31,2017-08-14,Disruption of the manufacture of the drug.,2017-06-27,2017-08-15
252,2409682,Shortage,APO-VORICONAZOLE,APOTEX INC,VORICONAZOLE,VORICONAZOLE,200MG,30 BTL,ORAL,Resolved,TABLET,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,,2014-10-01,2017-03-16,2017-03-14,Disruption of the manufacture of the drug.,2017-03-10,2017-03-15
55293,2409682,Shortage,APO-VORICONAZOLE,APOTEX INC,VORICONAZOLE,VORICONAZOLE,200MG,30 BTL,ORAL,Resolved,TABLET,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,,2018-07-09,,2018-09-11,Disruption of the manufacture of the drug.,2018-07-11,2018-09-12
695,2242927,Shortage,APO-WARFARIN,APOTEX INC,WARFARIN,WARFARIN SODIUM,4MG,100 BTL,ORAL,Resolved,TABLET,B01AA,ANTITHROMBOTIC AGENTS,2017-03-22,2017-03-27,2017-06-12,2017-06-08,Disruption of the manufacture of the drug.,2017-03-12,2017-06-08
50162,2242927,Shortage,APO-WARFARIN,APOTEX INC,WARFARIN,WARFARIN SODIUM,4MG,100 BTL & 500 BTL,ORAL,Resolved,TABLET,B01AA,ANTITHROMBOTIC AGENTS,,2018-05-18,2018-06-26,2018-06-26,Disruption of the manufacture of the drug.,2018-05-24,2018-07-03
25646,2380951,Shortage,APO-ZOLMITRIPTAN,APOTEX INC,ZOLMITRIPTAN,ZOLMITRIPTAN,2.5MG,6 BLS,ORAL,Resolved,TABLET,N02CC,ANTIMIGRAINE PREPARATIONS,,2017-10-09,,2018-02-23,Disruption of the manufacture of the drug.,2017-10-12,2018-02-26
25649,2381575,Shortage,APO-ZOLMITRIPTAN RAPID,APOTEX INC,ZOLMITRIPTAN,ZOLMITRIPTAN,2.5MG,6 BLS,ORAL,Resolved,TABLET (ORALLY DISINTEGRATING),N02CC,ANTIMIGRAINE PREPARATIONS,,2017-10-09,,2018-09-11,Disruption of the manufacture of the drug.,2017-10-12,2018-09-12
245,2436159,Shortage,APO-ZOLPIDEM ODT,APOTEX INC,Zolpidem,ZOLPIDEM TARTRATE,5MG,30 BLS,SUBLINGUAL,Resolved,TABLET (ORALLY DISINTEGRATING),N05CF,HYPNOTICS AND SEDATIVES,,2017-01-27,2017-04-10,2017-04-07,Disruption of the manufacture of the drug.,2017-03-10,2017-04-10
249,2434946,Shortage,APO-ZOLPIDEM ODT,APOTEX INC,ZOLPIDEM ODT,ZOLPIDEM TARTRATE,10MG,30 BLS,SUBLINGUAL,Resolved,TABLET (ORALLY DISINTEGRATING),N05CF,HYPNOTICS AND SEDATIVES,,2017-01-31,2017-04-14,2017-04-14,Disruption of the manufacture of the drug.,2017-03-10,2017-04-17
20915,2245077,Shortage,APO-ZOPICLONE,APOTEX INC,ZOPICLONE,ZOPICLONE,5MG,100 BTL,ORAL,Resolved,TABLET,N05CF,HYPNOTICS AND SEDATIVES,2017-10-27,2017-10-02,2018-02-12,2018-01-18,Disruption of the manufacture of the drug.,2017-09-05,2018-01-19
19558,2218313,Shortage,APO-ZOPICLONE - TAB 7.5MG,APOTEX INC,ZOPICLONE,ZOPICLONE,7.5MG,100 BTL,ORAL,Resolved,TABLET,N05CF,HYPNOTICS AND SEDATIVES,,2017-08-16,2017-11-30,2017-10-18,Disruption of the manufacture of the drug.,2017-08-16,2017-10-19
59308,2218313,Shortage,APO-ZOPICLONE - TAB 7.5MG,APOTEX INC,ZOPLICONE,ZOPICLONE,7.5MG,100 BTL,ORAL,Resolved,TABLET,N05CF,HYPNOTICS AND SEDATIVES,,2018-08-27,2018-10-31,2018-10-03,Disruption of the manufacture of the drug.,2018-08-27,2018-10-05
20912,2218313,Shortage,APO-ZOPICLONE - TAB 7.5MG,APOTEX INC,ZOPICLONE,ZOPICLONE,7.5MG,500 BTL,ORAL,Resolved,TABLET,N05CF,HYPNOTICS AND SEDATIVES,2017-10-13,2017-09-25,2017-11-30,2017-10-17,Disruption of the manufacture of the drug.,2017-09-05,2017-10-18
74224,2375885,Shortage,APPRILON,GALDERMA CANADA INC,Doxycycline Monohydrate,DOXYCYCLINE,40MG,14 capsule blister cards in a carton of 2 cards (28 capsules),ORAL,Resolved,CAPSULE (IMMEDIATE AND DELAYED RELEASE),J01AA,TETRACYCLINES,,2019-01-14,2019-03-04,2019-03-04,Delay in shipping of the drug.,2019-02-01,2019-03-05
91935,723754,Shortage,APRESOLINE,STERIMAX INC,HYDRALAZINE HYDROCHLORIDE FOR INJECTION,HYDRALAZINE HYDROCHLORIDE,20MG,10 VIALS,INTRAVENOUS,Actual shortage,SOLUTION,C02DB,"ARTERIOLARSMOOTH MUSCLE, AGENTS ACTING ON",,2019-08-21,,,Demand increase for the drug.,2019-08-19,2019-08-22
58938,723754,Shortage,APRESOLINE,STERIMAX INC,Hydralazine Hydrochloride for injection,HYDRALAZINE HYDROCHLORIDE,20MG,10 vials,INTRAVENOUS,Resolved,SOLUTION,C02DB,"ARTERIOLARSMOOTH MUSCLE, AGENTS ACTING ON",2018-09-28,,,2019-02-27,Disruption of the manufacture of the drug.,2018-08-24,2019-02-28
10868,2317192,Shortage,APRI 21,TEVA CANADA LIMITED,DESOGESTREL ETHINYL ESTRADIOL,DESOGESTREL  ETHINYL ESTRADIOL,0.15MG  0.03MG,6,ORAL,Resolved,TABLET,G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,,2017-05-15,2017-08-18,2017-09-15,Shortage of an inactive ingredient or component.,2017-05-23,2017-09-19
10871,2317206,Shortage,APRI 28,TEVA CANADA LIMITED,DESOGESTREL ETHINYL ESTRADIOL,DESOGESTREL  ETHINYL ESTRADIOL,0.15MG  0.03MG,6,ORAL,Resolved,TABLET,G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,,2017-05-15,2017-08-04,2017-09-15,Shortage of an inactive ingredient or component.,2017-05-23,2017-09-19
92660,2317206,Shortage,APRI 28,TEVA CANADA LIMITED,APRI TABS,DESOGESTREL  ETHINYL ESTRADIOL,0.15MG  0.03MG,28,ORAL,Resolved,TABLET,G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,,2019-08-28,2019-10-31,2019-10-23,Disruption of the manufacture of the drug.,2019-08-29,2019-10-24
69680,2194066,Shortage,ARISTOCORT C,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ARISTOCORT C,TRIAMCINOLONE ACETONIDE,0.5%,50g,TOPICAL,Resolved,CREAM,D07AB,"CORTICOSTEROIDS, PLAIN",,2018-11-13,,2019-02-11,Other (Please describe in comments),2018-12-14,2019-02-12
93526,2194066,Shortage,ARISTOCORT C,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ARISTOCORT C,TRIAMCINOLONE ACETONIDE,0.5%,15G,TOPICAL,Actual shortage,CREAM,D07AB,"CORTICOSTEROIDS, PLAIN",2019-11-15,,2020-03-31,,Other (Please describe in comments),2019-09-10,2019-11-16
98658,2194066,Shortage,ARISTOCORT C,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ARISTOCORT C,TRIAMCINOLONE ACETONIDE,0.5%,50g,TOPICAL,Anticipated shortage,CREAM,D07AB,"CORTICOSTEROIDS, PLAIN",2019-12-31,,2020-03-31,,Other (Please describe in comments),2019-11-13,2019-11-13
67779,2194066,Shortage,ARISTOCORT C,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ARISTOCORT C,TRIAMCINOLONE ACETONIDE,0.5%,15g,TOPICAL,Resolved,CREAM,D07AB,"CORTICOSTEROIDS, PLAIN",,2018-12-17,,2019-02-11,Other (Please describe in comments),2018-11-28,2019-02-12
77831,2194058,Shortage,ARISTOCORT R,VALEANT CANADA LP/VALEANT CANADA S.E.C.,ARISTOCORT R,TRIAMCINOLONE ACETONIDE,0.1%,500g,TOPICAL,Resolved,CREAM,D07AB,"CORTICOSTEROIDS, PLAIN",,2019-03-14,,2019-06-18,Other (Please describe in comments),2019-03-05,2019-06-21
